lingq_id,term,fragment,hint,status,extended_status,tags,importance,last_studied_correct,first_seen,last_synced,notes
,Anzahlung,"Wir bieten Ihnen Küchenmöbel auf Ratenzahlung – ohne Zinsen, ohne Anzahlung.","tiền đặt cọc",1,0,wortart:Substantiv;level:B1;thema:Konsum;voc:VOC-20260522-1581,0,,2026-05-31,,
,Anzeige,"Ich habe Ihre Anzeige in der Zeitung gelesen und finde sie sehr interessant.","mẩu quảng cáo, thông báo (trên báo)",1,0,wortart:Substantiv;level:B1;thema:Konsum;voc:VOC-20260522-1419,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1419]\n\n## Collocations\n- Machen Sie eine Anzeige bei der Polizei (Hãy làm đơn trình báo cảnh sát)\n"
,Apotheke,"Die Bundesapotheke hat am Samstagabend Notdienst.","hiệu thuốc",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-125,0,,2026-05-31,,
,Arbeit,,"công việc; lao động",1,0,wortart:Substantiv;level:B1;thema:web-queue;voc:WEB-20260530-013,0,,2026-05-31,,"[AI-sync 2026-05-31 | WEB-20260530-013]\n\n## Collocations\n- schlechtere Chancen auf dem Arbeitsmarkt haben (có cơ hội kém hơn trên thị trường lao động)\n- Konflikte am Arbeitsplatz lösen (giải quyết mâu thuẫn nơi làm việc)\n- Bereitschaft zur Wochenendarbeit (sẵn sàng làm cuối tuần)\n- auf Klassenarbeiten vorbereiten (chuẩn bị cho bài kiểm tra ở lớp)\n- Wartungsarbeiten durchführen (thực hiện công việc bảo trì)\n\n## Past mistakes\n- 2026-05-29 (Hören): - **Mistake:** 4.29 Aussage 1 → chọn **a** (*Digitale Technologien verbessern den Zugang zu Bildung*) vì nghe thấy „den Zugang zur Bildung verbessern"" đầu câu. Đúng là **d** (*Schulen sollten in die neuesten Technologien investieren*). - **Mistake:** 4.29 Aussage 3 → chọn **c** (*Traditioneller Unterricht hat seine Vorzüge*) vì nghe thấy „Die traditionelle Form … hat ihre Vorteile"" đầu câu. Đúng là **e** (*Persönliche Interaktion ist unersetzlich*). - **Rule:** Trong bài Zuordnung (DTZ Hören), câu mở đầu thường chỉ là *bối cảnh dẫn dắt* — từ khoá của nó hay trùng với đáp án sai. Ý trọng tâm người nói muốn nhấn thường xuất hiện *sau* các marker: „Es ist wichtig, dass …"" / „Außerdem …"" / „vor allem …"" / „… ist unersetzlich / entscheidend / der größte Vorteil"". - **Example đúng thêm (cách nhận marker):** - *„Man spart Zeit. **Außerdem** kann ich flexibel arbeiten.""* → ý chính = flexibel (4.30 Aussage 1) - *„… hat ihre Vorteile. **Persönliche Interaktion ist unersetzlich.**""* → ý chính = Persönliche Interaktion (4.29 Aussage 3) - *„… verbessern. **Es ist wichtig, dass** Schulen investieren.""* → ý chính = investieren (4.29 Aussage 1) - **Pattern count:** 1 (lần đầu — 2 câu sai cùng 1 pattern trong buổi gia sư 2026-05-29) - **Source:** SESSION_2026-05-29.md (gia sư — Hören 4.29) - **Related words:** unersetzlich, investieren, Zugang ---\n"
,Arbeitnehmer,"Die Weiterbildung der Arbeitnehmerinnen und Arbeitnehmer ist entscheidend.","người lao động",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260522-1316,0,,2026-05-31,,
,Arbeitnehmerin,,"nữ người lao động",1,0,wortart:Substantiv;level:B1;thema:web-queue;voc:WEB-20260530-019,0,,2026-05-31,,
,Arbeitnehmerinnen,,"nữ người lao động",1,0,wortart:Substantiv;level:B1;thema:web-queue;voc:WEB-20260530-001,0,,2026-05-31,,
,Arbeitsagentur,"Die Kosten für die Ausbildung übernimmt die Arbeitsagentur.","cơ quan lao động (sở việc làm)",1,0,wortart:Substantiv;level:B1;thema:Behörde;voc:VOC-20260522-1378,0,,2026-05-31,,
,Arbeitskraft,,"lực lượng lao động",1,0,wortart:Substantiv;level:B1;thema:web-queue;voc:WEB-20260530-020,0,,2026-05-31,,
,Arbeitskräfte,,"lực lượng lao động",1,0,wortart:Substantiv;level:B1;thema:web-queue;voc:WEB-20260530-002,0,,2026-05-31,,
,Arbeitsmarkt,"Diese Personen haben auf dem Arbeitsmarkt schlechtere Chancen.","thị trường lao động",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260522-1375,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1375]\n\n## Collocations\n- schlechtere Chancen auf dem Arbeitsmarkt haben (có cơ hội kém hơn trên thị trường lao động)\n"
,Arbeitsmodell,"Hybride Arbeitsmodelle sind die Zukunft der Arbeit.","mô hình làm việc",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260522-1299,0,,2026-05-31,,
,Arbeitswelt,"Einblick in die Arbeitswelt am Mittwoch.","thế giới việc làm",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260522-894,0,,2026-05-31,,
,Arbeitszeit,,"thời gian làm việc; giờ làm",1,0,wortart:Substantiv;level:B1;thema:web-queue;voc:WEB-20260530-014,0,,2026-05-31,,
,Arbeitszeiten,,"thời gian làm việc (số nhiều)",1,0,wortart:Substantiv;level:B1;thema:web-queue;voc:WEB-20260530-015,0,,2026-05-31,,
,Arbeitszeitgestaltung,"Die flexible Arbeitszeitgestaltung ist der größte Pluspunkt von Homeoffice.","việc tổ chức giờ làm",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260522-1309,0,,2026-05-31,,
,Arzneimittel,"Dieses Arzneimittel ist ohne Rezept erhältlich","thuốc, dược phẩm",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-1704,0,,2026-05-31,,
,Arztpraxis,"Eine Arztpraxis ruft an.","phòng khám bác sĩ",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-601,0,,2026-05-31,,
,Aspekt,"Wir müssen alle Aspekte des Plans berücksichtigen.","khía cạnh",1,0,wortart:Substantiv;level:B1;thema:general;voc:VOC-20260518-008,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-008]\n\n## Collocations\n- positive Aspekte erkennen (nhận ra các mặt tích cực)\n"
,astrologisch,"Astrologische Vorhersagen sind beliebt.","thuộc chiêm tinh",1,0,wortart:Adjektiv;level:B1;thema:Freizeit;voc:VOC-20260522-950,0,,2026-05-31,,
,atemberaubend,"Die atemberaubende Landschaft hat einen Eindruck hinterlassen.","ngoạn mục / nghẹt thở",1,0,wortart:Adjektiv;level:B1;thema:Reisen;voc:VOC-20260522-836,0,,2026-05-31,,
,Atmosphäre,"Die Atmosphäre in Lima ist sehr lebhaft.","bầu không khí",1,0,wortart:Substantiv;level:B1;thema:Reisen;voc:VOC-20260522-835,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-835]\n\n## Collocations\n- in entspannter Atmosphäre (trong không khí thư giãn)\n"
,Attest,"Sie haben eine neue Arbeitsstelle im Krankenhaus und brauchen ein ärztliches Attest.","giấy chứng nhận của bác sĩ",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-1506,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1506]\n\n## Grammar / Notes\närztliches Attest\n\n## Collocations\n- ein ärztliches Attest brauchen (cần giấy khám sức khỏe của bác sĩ)\n"
,Aufbewahrung,"Praktische Aufbewahrungslösungen","việc cất giữ, bảo quản",1,0,wortart:Substantiv;level:B1;thema:Wohnen;voc:VOC-20260522-1433,0,,2026-05-31,,
,Aufenthalt,"Wir wünschen Ihnen einen angenehmen Aufenthalt.","kỳ lưu trú, thời gian ở lại",1,0,wortart:Substantiv;level:B1;thema:Reisen;voc:VOC-20260522-080,0,,2026-05-31,,
,auffordern,"Er fordert Ferdi auf, die Tasche abzuholen.","yêu cầu, mời",1,0,wortart:Verb;level:B1;thema:Allgemein;voc:VOC-20260522-566,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-566]\n\n## Grammar / Notes\ntrennbar\n"
,Auffrischungskurs,"Unsere Sprachschule in Florenz bietet spezielle Auffrischungskurse für ältere Lernende an.","khóa học ôn lại kiến thức",1,0,wortart:Substantiv;level:B1;thema:Bildung;voc:VOC-20260522-1513,0,,2026-05-31,,
,aufführen,"Am Vormittag wurden zwei verschiedene Theaterstücke aufgeführt","trình diễn, biểu diễn",1,0,wortart:Verb;level:B1;thema:Freizeit;voc:VOC-20260522-1645,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1645]\n\n## Grammar / Notes\ntrennbar\n"
,Aufführung,"Die Aufführung von Romeo und Julia ist wegen eines technischen Problems abgesagt.","buổi biểu diễn",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-163,0,,2026-05-31,,
,aufgeweckt,"Lukas ist ein aufgewecktes, neugieriges Kind.","lanh lợi, nhanh trí (trẻ con)",1,0,wortart:Adjektiv;level:B1;thema:Familie;voc:VOC-20260522-1409,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1409]\n\n## Grammar / Notes\nthường dùng cho Kind\n"
,aufgrund,"Aufgrund technischer Probleme.","do, vì (lý do)",1,0,wortart:Präposition;level:B1;thema:Allgemein;voc:VOC-20260522-573,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-573]\n\n## Grammar / Notes\n+ Genitiv\n\n## Collocations\n- aufgrund + Genitiv (do, vì lý do + Genitiv)\n"
,aufklären,"Schulen sollten Kinder über Risiken aufklären.","giải thích, làm sáng tỏ",1,0,wortart:Verb;level:B1;thema:Bildung;voc:VOC-20260518-108,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-108]\n\n## Grammar / Notes\nTrennbar: auf|klären; über + Akk. aufklären | Quelle: Teil4 4.21\n\n## Collocations\n- über + Akk. informieren / aufklären (thông tin / giải thích về...)\n"
,aufladen,"Laden Sie das Gerät beim ersten Mal bitte mindestens drei Stunden lang auf","sạc (pin)",1,0,wortart:Verb;level:B1;thema:Konsum;voc:VOC-20260522-1679,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1679]\n\n## Grammar / Notes\ntrennbar\n"
,auflegen,"Den Anrufern wird empfohlen, nicht aufzulegen.","cúp máy",1,0,wortart:Verb;level:B1;thema:Technologie;voc:VOC-20260522-464,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-464]\n\n## Grammar / Notes\ntrennbar\n\n## Collocations\n- als DJ auflegen (chơi nhạc với tư cách DJ)\n"
,auflösen,"Der Stau auf der A7 hat sich aufgelöst.","giải tỏa / được dỡ bỏ",1,0,wortart:Verb;level:B1;thema:Verkehr;voc:VOC-20260522-849,0,,2026-05-31,,
,Aufnahme,"Hiermit beantrage ich die Aufnahme meines Sohnes in Ihre Kindertagesstätte.","việc tiếp nhận (vào trường/cơ sở)",1,0,wortart:Substantiv;level:B1;thema:Behörde;voc:VOC-20260522-1404,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1404]\n\n## Grammar / Notes\nAufnahme in + Akk.\n\n## Collocations\n- Antrag auf Aufnahme (Đơn xin nhập (học/nhận))\n"
,aufpassen,"Mirko fragt, ob du auf seine Katze aufpassen kannst.","trông coi, để ý",1,0,wortart:Verb;level:B1;thema:Familie;voc:VOC-20260522-122,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-122]\n\n## Grammar / Notes\ntrennbar; aufpassen auf + Akk.\n"
,Aufsichtspersonal,"Fahrerlose Busse sind im Einsatz – zunächst mit Aufsichtspersonal an Bord.","nhân viên giám sát",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260522-1357,0,,2026-05-31,,
,aufsuchen,"Was ist zu tun, wenn Sie dringend einen Arzt aufsuchen müssen?","tìm đến (gặp)",1,0,wortart:Verb;level:B1;thema:Gesundheit;voc:VOC-20260522-138,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-138]\n\n## Grammar / Notes\ntrennbar\n\n## Collocations\n- einen Arzt aufsuchen (đến gặp bác sĩ)\n"
,auftreten,"Mögliche Regenschauer können auftreten.","xuất hiện/xảy ra",1,0,wortart:Verb;level:B1;thema:Allgemein;voc:VOC-20260522-230,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-230]\n\n## Grammar / Notes\ntrennbar\n\n## Collocations\n- selbstbewusster auftreten (thể hiện một cách tự tin hơn)\n"
,Auftritt,"Ihr Kollege singt in einem Chor und tritt auf dem Fest auf. Sie wollen den Auftritt nicht verpassen.","buổi biểu diễn, ra mắt sân khấu",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-1449,0,,2026-05-31,,
,aufwachsen,"Ich bin auf dem Land aufgewachsen.","lớn lên",1,0,wortart:Verb;level:B1;thema:Familie;voc:VOC-20260518-023,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-023]\n\n## Grammar / Notes\nCấu trúc: mit + Dat. aufwachsen; aux 'sein'\n"
,aufwachsen,"Für Kinder ist das Aufwachsen in ländlicher Umgebung vorteilhafter.","lớn lên, trưởng thành",1,0,wortart:Verb;level:B1;thema:Familie;voc:VOC-20260522-016,0,,2026-05-31,,
,aufweisen,"...dass der Player einen Defekt aufweist.","có (đặc điểm/lỗi), thể hiện ra",1,0,wortart:Verb;level:B1;thema:Konsum;voc:VOC-20260522-1415,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1415]\n\n## Grammar / Notes\ntrennbar, formell\n\n## Collocations\n- einen Defekt aufweisen (có lỗi/hỏng hóc)\n"
,aufwendig,,"tốn kém; phức tạp",1,0,wortart:Adjektiv;level:B1;thema:web-queue;voc:WEB-20260531-024,0,,2026-05-31,,
,aufwendigere,,"tốn kém hơn; phức tạp hơn",1,0,wortart:Adjektiv;level:B1;thema:web-queue;voc:WEB-20260531-027,0,,2026-05-31,,
,aufziehen,"Regenwolken ziehen am Nachmittag auf.","kéo đến, kéo lên",1,0,wortart:Verb;level:B1;thema:Wetter;voc:VOC-20260522-767,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-767]\n\n## Grammar / Notes\ntách được; sein\n"
,Aufzug,"Der Aufzug im Westflügel ist außer Betrieb.","thang máy",1,0,wortart:Substantiv;level:B1;thema:Wohnen;voc:VOC-20260522-183,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-183]\n\n## Grammar / Notes\nPlural mit Umlaut\n"
,Augentropfen,"Kontaktlinsen & Augentropfen","thuốc nhỏ mắt",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-1487,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1487]\n\n## Grammar / Notes\nnur Plural\n"
,Aula,"Aula 15:00 Uhr – Theatervorführung","hội trường (trường học)",1,0,wortart:Substantiv;level:B1;thema:Bildung;voc:VOC-20260522-1346,0,,2026-05-31,,
,Ausbildung,"Ausbildung in Theorie und Praxis.","khóa đào tạo nghề",1,0,wortart:Substantiv;level:B1;thema:Bildung;voc:VOC-20260522-1530,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1530]\n\n## Collocations\n- eine abgeschlossene Berufsausbildung haben (có một bằng đào tạo nghề đã hoàn thành)\n"
,ausdrücklich,"In der Anzeige wird ausdrücklich erwähnt, dass es Verzögerungen gibt.","rõ ràng/dứt khoát",1,0,wortart:Adverb;level:B1;thema:Allgemein;voc:VOC-20260522-216,0,,2026-05-31,,
,ausdrücklich,"Es wird ausdrücklich gesagt.","rõ ràng, dứt khoát",1,0,wortart:Adjektiv;level:B1;thema:Allgemein;voc:VOC-20260522-742,0,,2026-05-31,,
,Ausfall,"Es geht um den Ausfall der Züge.","việc bị hủy / ngừng",1,0,wortart:Substantiv;level:B1;thema:Verkehr;voc:VOC-20260522-946,0,,2026-05-31,,
,ausfallen,"Der Kurs am Mittwoch fällt leider aus.","bị hủy/không diễn ra",1,0,wortart:Verb;level:B1;thema:Bildung;voc:VOC-20260522-342,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-342]\n\n## Grammar / Notes\ntrennbar\n"
,Ausgang,"Der Bus fährt am oberen Ausgang des Stadtzentrums.","lối ra",1,0,wortart:Substantiv;level:B1;thema:Verkehr;voc:VOC-20260522-570,0,,2026-05-31,,
,ausgeglichen,"Meditation hat mir geholfen, ausgeglichener zu werden.","cân bằng, bình thản",1,0,wortart:Adjektiv;level:B1;thema:Allgemein;voc:VOC-20260522-1250,0,,2026-05-31,,
,ausgelastet,"Die Parkplätze sind stark ausgelastet.","đầy tải, hết công suất",1,0,wortart:Adjektiv;level:B1;thema:Verkehr;voc:VOC-20260522-760,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-760]\n\n## Grammar / Notes\nphân từ II của auslasten\n"
,ausgeschaltet,"Bitte entfernen Sie den Akku zukünftig nur bei ausgeschaltetem Zustand","đã tắt",1,0,wortart:Adjektiv;level:B1;thema:Konsum;voc:VOC-20260522-1681,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1681]\n\n## Collocations\n- bei ausgeschaltetem Zustand (khi thiết bị đang tắt)\n"
,ausgewogen,"Eine ausgewogene Mahlzeit enthält Proteine und Vitamine.","cân bằng",1,0,wortart:Adjektiv;level:B1;thema:Ernährung;voc:VOC-20260518-048,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-048]\n\n## Grammar / Notes\nCollocation: ausgewogene Ernährung/Mahlzeit/Mischung\n"
,ausgleichen,"Die Treffen kann ich mit einer kleinen Bezahlung ausgleichen.","bù đắp, bù trừ",1,0,wortart:Verb;level:B1;thema:Arbeit;voc:VOC-20260522-1729,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1729]\n\n## Grammar / Notes\ntrennbar\n"
,Aushilfe,"Aushilfe in der Bank gesucht.","nhân viên hỗ trợ thời vụ",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260522-1542,0,,2026-05-31,,
,Auskunft,"Auf der Veranstaltung bekommt man Auskünfte über Arbeitsmöglichkeiten.","thông tin, tin tức",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260522-041,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-041]\n\n## Grammar / Notes\nPlural mit Umlaut\n"
,auslassen,"Ein kleines Frühstück sollten Sie aber nicht ganz auslassen","bỏ qua, bỏ bữa",1,0,wortart:Verb;level:B1;thema:Gesundheit;voc:VOC-20260522-1670,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1670]\n\n## Grammar / Notes\ntrennbar\n"
,ausleben,"Ich spiele in einer Band, um meine kreative Seite auszuleben.","thể hiện, sống trọn",1,0,wortart:Verb;level:B1;thema:Freizeit;voc:VOC-20260522-1246,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1246]\n\n## Grammar / Notes\ntrennbar\n"
,ausleihen,"Man kann jetzt nicht nur Bücher ausleihen, sondern auch Filme.",mượn,1,0,wortart:Verb;level:B1;thema:Bildung;voc:VOC-20260522-1137,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1137]\n\n## Grammar / Notes\ntrennbar\n"
,ausmachen,"Herr Didi muss keinen neuen Termin ausmachen.","sắp xếp/hẹn",1,0,wortart:Verb;level:B1;thema:Alltag;voc:VOC-20260522-336,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-336]\n\n## Grammar / Notes\ntrennbar\n"
,ausnahmsweise,"Kannst du ausnahmsweise schon um 6 Uhr zur Arbeit kommen?","ngoại lệ, đặc biệt",1,0,wortart:Adverb;level:B1;thema:Arbeit;voc:VOC-20260522-1044,0,,2026-05-31,,
,ausprobieren,"Sie können das kostenlos ausprobieren.","thử, dùng thử",1,0,wortart:Verb;level:B1;thema:Allgemein;voc:VOC-20260522-1131,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1131]\n\n## Grammar / Notes\ntrennbar\n"
,ausschalten,"Während des Unterrichts müssen alle Handys komplett ausgeschaltet sein.","tắt (thiết bị)",1,0,wortart:Verb;level:B1;thema:Bildung;voc:VOC-20260522-1623,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1623]\n\n## Grammar / Notes\ntrennbar\n"
,ausschließen,"Flüssigkeitsmangel wird ausgeschlossen.","loại trừ, loại bỏ",1,0,wortart:Verb;level:B1;thema:Allgemein;voc:VOC-20260522-1188,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1188]\n\n## Grammar / Notes\ntrennbar\n"
,ausschließlich,"In der großen Mittagspause dürfen die Geräte ausschließlich in der Mediathek genutzt werden.","duy nhất, chỉ",1,0,wortart:Adverb;level:B1;thema:Allgemein;voc:VOC-20260522-1624,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1624]\n\n## Grammar / Notes\nformal\n"
,ausstehend,"Bitte überweisen Sie den ausstehenden Betrag.","còn chưa thanh toán, còn nợ",1,0,wortart:Adjektiv;level:B1;thema:Konsum;voc:VOC-20260522-1745,0,,2026-05-31,,
,aussteigen,"An Schlossallee aussteigen.","xuống xe",1,0,wortart:Verb;level:B1;thema:Verkehr;voc:VOC-20260522-1001,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1001]\n\n## Grammar / Notes\ntrennbar, đi với sein\n"
,ausstellen,"Wir können Ihr Ticket nur dann ausstellen, wenn Ihre Daten vollständig vorliegen.","cấp, phát hành (giấy tờ/vé)",1,0,wortart:Verb;level:B1;thema:Behörde;voc:VOC-20260522-1394,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1394]\n\n## Grammar / Notes\ntrennbar\n"
,Ausstellung,"wann spannende Ausstellungen, Konzerte oder Stadtfeste stattfinden","triển lãm",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-1692,0,,2026-05-31,,
,ausstrahlen,"Auf WDR 3 wird eine Dokumentation ausgestrahlt.","phát sóng",1,0,wortart:Verb;level:B1;thema:Freizeit;voc:VOC-20260522-594,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-594]\n\n## Grammar / Notes\ntrennbar\n"
,Ausstrahlung,"Die Ausstrahlung des Krimis entfällt heute.","việc phát sóng",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-867,0,,2026-05-31,,
,aussuchen,"Frau Meier hat sich einen Drucker ausgesucht.","chọn lựa, chọn ra",1,0,wortart:Verb;level:B1;thema:Einkauf;voc:VOC-20260522-1157,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1157]\n\n## Grammar / Notes\ntrennbar; reflexiv (sich D)\n"
,Austausch,"Der multikulturelle Austausch ist bereichernd.","sự trao đổi",1,0,wortart:Substantiv;level:B1;thema:Gesellschaft;voc:VOC-20260518-132,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-132]\n\n## Grammar / Notes\nVom Verb 'austauschen' | Quelle: Teil4 4.23\n"
,austauschen,"Die Werkstatt hat die Bremsbeläge ausgetauscht.","thay thế",1,0,wortart:Verb;level:B1;thema:Verkehr;voc:VOC-20260522-237,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-237]\n\n## Grammar / Notes\ntrennbar\n"
